,기준년월,그룹번호,그룹내고객수,종목번호,그룹내_매수여부,그룹내_매도여부,매수고객수,매도고객수,평균매수수량,평균매도수량,매수가격_중앙값,매도가격_중앙값
12344,202002,MAD23,1724,A009540,Y,Y,9,8,75,80,115000,112500
12345,202002,MAD23,1724,A009830,Y,Y,31,39,645,641,18950,18860
12346,202002,MAD23,1724,A010060,Y,Y,8,11,16,424,57700,66230
12347,202002,MAD23,1724,A010130,Y,Y,6,5,30,9,414412,416500
12348,202002,MAD23,1724,A010140,Y,Y,17,12,350,139,6680,6684
12349,202002,MAD23,1724,A010170,Y,Y,3,4,407,612,2980,2980
12350,202002,MAD23,1724,A010620,Y,Y,6,3,66,260,39084,42200
12351,202002,MAD23,1724,A011070,Y,Y,8,13,50,45,147968,148605
12352,202002,MAD23,1724,A011150,Y,Y,8,11,573,762,3760,3800
12353,202002,MAD23,1724,A011170,Y,Y,6,7,44,75,200382,196000
12354,202002,MAD23,1724,A011780,Y,Y,3,3,29,12,66200,67300
12355,202002,MAD23,1724,A011790,Y,Y,4,6,64,283,57354,57400
12356,202002,MAD23,1724,A012330,Y,Y,8,5,17,13,233000,222000
12357,202002,MAD23,1724,A012450,Y,Y,6,4,30,85,32800,33050
12358,202002,MAD23,1724,A012510,Y,Y,6,4,6,6,95800,95900
12359,202002,MAD23,1724,A012690,Y,Y,23,23,2029,1881,7965,6838
12360,202002,MAD23,1724,A012860,Y,Y,5,7,2806,9633,1890,1810
12361,202002,MAD23,1724,A015760,Y,Y,13,6,31,18,25600,24800
12362,202002,MAD23,1724,A017650,Y,Y,5,5,92,92,1920,1860
12363,202002,MAD23,1724,A017670,Y,Y,9,5,8,3,223000,217000
12364,202002,MAD23,1724,A017800,Y,Y,6,5,45,50,62000,61500
12365,202002,MAD23,1724,A017890,Y,Y,11,10,962,877,13510,13618
12366,202002,MAD23,1724,A018260,Y,Y,11,7,64,68,199500,197000
12367,202002,MAD23,1724,A018290,Y,Y,4,3,63,90,10000,9350
12368,202002,MAD23,1724,A018700,Y,Y,6,8,1383,1323,4090,4320
12369,202002,MAD23,1724,A018880,Y,Y,5,4,40,119,10856,10800
12370,202002,MAD23,1724,A019170,Y,Y,14,15,570,734,9021,9240
12371,202002,MAD23,1724,A020150,Y,Y,11,16,115,305,51000,50477
12372,202002,MAD23,1724,A021050,Y,Y,3,3,2446,2587,3795,3705
12373,202002,MAD23,1724,A024110,Y,Y,9,8,1284,189,9940,10100
12374,202002,MAD23,1724,A026890,Y,Y,7,10,2417,2428,8062,7895
12375,202002,MAD23,1724,A028050,Y,N,4,0,178,0,14650,-1
12376,202002,MAD23,1724,A028260,Y,Y,18,17,59,54,110000,111500
12377,202002,MAD23,1724,A028300,Y,Y,7,8,17,44,100200,99300
12378,202002,MAD23,1724,A031430,Y,Y,4,14,6,11,209062,205000
12379,202002,MAD23,1724,A032500,Y,Y,13,13,121,213,56600,54147
12380,202002,MAD23,1724,A032640,Y,Y,7,7,1383,901,14336,13950
12381,202002,MAD23,1724,A033180,Y,N,3,0,168,0,6798,-1
12382,202002,MAD23,1724,A033640,Y,Y,10,8,201,215,30100,30800
12383,202002,MAD23,1724,A034020,Y,Y,3,3,235,273,5885,5220
12384,202002,MAD23,1724,A034220,Y,Y,19,11,1459,1504,15875,15838
12385,202002,MAD23,1724,A034230,Y,Y,5,4,187,110,17299,18625
12386,202002,MAD23,1724,A035420,Y,Y,34,35,51,58,185000,184300
12387,202002,MAD23,1724,A035620,Y,Y,20,17,504,386,4062,3625
12388,202002,MAD23,1724,A035720,Y,Y,89,52,26,29,181000,178000
12389,202002,MAD23,1724,A035760,Y,Y,15,11,23,26,163000,169500
12390,202002,MAD23,1724,A035900,Y,Y,8,9,174,146,25450,25372
12391,202002,MAD23,1724,A036420,Y,Y,5,4,85,183,39950,40159
12392,202002,MAD23,1724,A036540,Y,Y,8,17,487,2543,6160,5717
12393,202002,MAD23,1724,A036570,Y,Y,8,6,3,7,645000,674000
12394,202002,MAD23,1724,A036830,Y,Y,8,8,39,56,98809,97700
12395,202002,MAD23,1724,A039130,Y,Y,3,3,50,4,49426,44500
12396,202002,MAD23,1724,A039440,Y,Y,3,31,51,101,18445,16850
12397,202002,MAD23,1724,A041510,Y,Y,5,4,19,33,30150,30600
12398,202002,MAD23,1724,A041960,Y,Y,8,10,178,206,17550,19990
12399,202002,MAD23,1724,A042660,Y,Y,3,4,46,62,25500,25400
12400,202002,MAD23,1724,A042670,Y,Y,4,3,66,410,4960,4990
12401,202002,MAD23,1724,A043200,Y,Y,7,7,1497,1434,3790,3620
12402,202002,MAD23,1724,A044960,Y,Y,4,3,675,1170,7185,7197
12403,202002,MAD23,1724,A045060,Y,Y,17,20,587,714,8900,8550
12404,202002,MAD23,1724,A045390,N,Y,0,3,0,710,-1,4655
12405,202002,MAD23,1724,A045520,Y,Y,4,4,113,66,28834,29200
12406,202002,MAD23,1724,A046440,Y,Y,3,3,83,2096,6040,6011
12407,202002,MAD23,1724,A046890,Y,Y,7,8,89,162,17950,17750
12408,202002,MAD23,1724,A047310,Y,Y,4,3,682,1848,9470,9658
12409,202002,MAD23,1724,A047810,Y,Y,6,7,479,210,27700,30500
12410,202002,MAD23,1724,A047820,Y,Y,10,13,7821,7875,1277,1290
12411,202002,MAD23,1724,A050890,Y,Y,8,6,276,216,5550,6281
12412,202002,MAD23,1724,A051160,Y,Y,3,3,442,16,8335,6201
12413,202002,MAD23,1724,A051900,Y,Y,9,11,5,3,1302000,1296777
12414,202002,MAD23,1724,A051910,Y,Y,69,112,35,42,399000,390000
12415,202002,MAD23,1724,A051915,Y,Y,6,8,10,27,193500,192681
12416,202002,MAD23,1724,A052260,Y,Y,3,4,171,367,22786,22687
12417,202002,MAD23,1724,A052670,Y,Y,4,4,3040,3036,8709,9300
12418,202002,MAD23,1724,A053800,N,Y,0,3,0,25,-1,66000
12419,202002,MAD23,1724,A054780,Y,Y,7,12,475,631,3623,3629
12420,202002,MAD23,1724,A055550,Y,Y,9,8,55,181,37800,36607
12421,202002,MAD23,1724,A056190,Y,Y,3,4,4,86,41750,39350
12422,202002,MAD23,1724,A059090,Y,Y,7,8,9957,11810,8208,8181
12423,202002,MAD23,1724,A060720,Y,Y,10,8,148,177,25350,23000
12424,202002,MAD23,1724,A064350,Y,Y,3,6,65,201,15500,13825
12425,202002,MAD23,1724,A065950,Y,Y,19,25,1115,1180,7403,6882
12426,202002,MAD23,1724,A066570,Y,Y,25,17,224,267,65200,64600
12427,202002,MAD23,1724,A066590,Y,Y,4,4,5496,4996,4737,4564
12428,202002,MAD23,1724,A066970,Y,Y,10,6,192,231,24750,24908
12429,202002,MAD23,1724,A067160,Y,Y,4,5,13,22,62200,62200
12430,202002,MAD23,1724,A068240,Y,Y,3,4,1229,1599,18100,17600
12431,202002,MAD23,1724,A068270,Y,Y,32,25,80,65,178476,178750
12432,202002,MAD23,1724,A068290,Y,Y,3,3,107,45,21500,23057
12433,202002,MAD23,1724,A068760,Y,Y,5,4,23,11,44350,42600
12434,202002,MAD23,1724,A069620,Y,Y,6,4,129,15,118327,109500
12435,202002,MAD23,1724,A072870,Y,Y,3,3,334,323,13499,14150
12436,202002,MAD23,1724,A078130,Y,Y,4,3,22,261,5478,5520
12437,202002,MAD23,1724,A079160,Y,Y,5,4,41,44,25900,27200
12438,202002,MAD23,1724,A081660,Y,Y,5,7,60,78,44240,43275
12439,202002,MAD23,1724,A083550,Y,Y,13,11,280,279,11339,11200
12440,202002,MAD23,1724,A084850,Y,Y,5,6,118,105,55300,59554
12441,202002,MAD23,1724,A084990,Y,Y,7,10,108,767,83476,63999
12442,202002,MAD23,1724,A086520,Y,Y,11,12,371,961,24836,25092
12443,202002,MAD23,1724,A086900,Y,Y,4,11,3,7,334600,299000
12444,202002,MAD23,1724,A088800,Y,Y,5,5,690,938,8400,9527
12445,202002,MAD23,1724,A089010,Y,Y,3,3,763,766,17500,17725
12446,202002,MAD23,1724,A089590,Y,Y,4,4,48,59,23134,22850
12447,202002,MAD23,1724,A090430,Y,Y,45,29,44,44,181500,182000
12448,202002,MAD23,1724,A090460,Y,Y,4,4,276,317,21050,22650
12449,202002,MAD23,1724,A091700,Y,Y,4,3,2290,2985,11275,11500
12450,202002,MAD23,1724,A091990,Y,Y,17,18,225,165,59055,59325
12451,202002,MAD23,1724,A093370,Y,Y,7,8,127,5530,8790,7940
12452,202002,MAD23,1724,A095610,Y,Y,3,4,20,56,25350,26623
12453,202002,MAD23,1724,A095700,Y,Y,3,6,4,94,54275,59500
12454,202002,MAD23,1724,A096530,Y,Y,5,7,162,115,34650,36475
12455,202002,MAD23,1724,A096770,Y,Y,23,30,89,248,136031,134765
12456,202002,MAD23,1724,A097520,Y,Y,7,9,120,162,36025,37000
12457,202002,MAD23,1724,A097950,Y,Y,7,8,3,34,232000,266000
12458,202002,MAD23,1724,A100220,Y,Y,5,5,540,480,8360,9541
12459,202002,MAD23,1724,A101490,Y,Y,4,4,379,424,19450,19650
12460,202002,MAD23,1724,A103140,Y,Y,4,4,24,103,20750,20350
12461,202002,MAD23,1724,A103840,Y,Y,3,3,288,185,3795,3875
12462,202002,MAD23,1724,A105560,Y,Y,6,8,62,91,44100,44100
12463,202002,MAD23,1724,A122870,Y,Y,4,8,5,511,32200,32402
12464,202002,MAD23,1724,A128940,Y,Y,7,3,24,5,286583,294000
12465,202002,MAD23,1724,A133750,Y,Y,5,4,878,1052,3945,5280
12466,202002,MAD23,1724,A138080,Y,Y,4,3,6,20,45550,47500
12467,202002,MAD23,1724,A139480,Y,Y,12,9,66,69,106500,106000
12468,202002,MAD23,1724,A148150,Y,Y,8,38,25,100,35396,39150
12469,202002,MAD23,1724,A178320,Y,Y,6,7,133,52,25950,30906
12470,202002,MAD23,1724,A178920,Y,Y,8,4,17,40,36084,38700
12471,202002,MAD23,1724,A180640,Y,Y,9,11,127,385,47950,42400
12472,202002,MAD23,1724,A185750,Y,Y,4,4,45,45,91920,94300
12473,202002,MAD23,1724,A192820,Y,Y,3,3,10,18,76508,78002
12474,202002,MAD23,1724,A200780,Y,Y,4,4,1712,1712,19224,18686
12475,202002,MAD23,1724,A204320,Y,Y,8,5,38,76,33900,31850
12476,202002,MAD23,1724,A206640,Y,Y,4,3,923,530,12640,12660
12477,202002,MAD23,1724,A207940,Y,Y,20,21,8,19,519000,489500
12478,202002,MAD23,1724,A208340,Y,N,3,0,34,0,33200,-1
12479,202002,MAD23,1724,A213420,Y,Y,6,3,71,31,33900,37550
12480,202002,MAD23,1724,A214180,Y,N,3,0,34,0,15050,-1
12481,202002,MAD23,1724,A215600,Y,Y,8,10,385,657,13120,13234
12482,202002,MAD23,1724,A218410,Y,Y,4,7,142,532,33963,31000
12483,202002,MAD23,1724,A222080,Y,Y,5,5,638,933,4423,3880
12484,202002,MAD23,1724,A230240,Y,Y,7,10,65,104,40100,40300
12485,202002,MAD23,1724,A235980,Y,Y,4,4,1656,1060,41732,40855
12486,202002,MAD23,1724,A240810,Y,Y,5,5,29,29,33800,33450
12487,202002,MAD23,1724,A241820,Y,Y,4,3,1583,1561,12199,12350
12488,202002,MAD23,1724,A243840,Y,Y,5,3,26,18,43550,45500
12489,202002,MAD23,1724,A247540,Y,Y,21,21,133,131,86500,86646
12490,202002,MAD23,1724,A251270,Y,Y,10,6,1278,1505,93740,94022
12491,202002,MAD23,1724,A253450,Y,Y,8,3,20,6,83200,82800
12492,202002,MAD23,1724,A253840,Y,Y,3,3,397,637,7890,7290
12493,202002,MAD23,1724,A265520,Y,Y,8,5,161,37,29500,32800
12494,202002,MAD23,1724,A267250,Y,N,4,0,22,0,273000,-1
12495,202002,MAD23,1724,A278280,Y,Y,5,5,79,75,78700,78240
12496,202002,MAD23,1724,A285130,Y,Y,3,5,6,23,69900,67600
12497,202002,MAD23,1724,A289080,Y,Y,4,4,2371,2359,1636,1704
12498,202002,MAD23,1724,A308170,Y,Y,5,5,384,392,39400,34350
12499,202002,MAD23,1724,A319660,Y,Y,28,4,65,12,23300,27850
12500,202002,MAD23,1724,A322000,Y,Y,3,4,76,110,26150,26350
12501,202002,MAD23,1724,A336370,Y,Y,6,3,375,341,26550,26242
12502,202002,MAD24,87,A000990,Y,N,3,0,66,0,26550,-1
12503,202002,MAD24,87,A003060,Y,Y,3,4,131633,202545,1778,1532
12504,202002,MAD24,87,A004140,Y,Y,4,4,2121,2153,1923,1944
12505,202002,MAD24,87,A005930,Y,Y,9,3,42,67,57533,61700
12506,202002,MAD24,87,A007370,Y,Y,3,3,688,688,5798,5650
12507,202002,MAD24,87,A011790,Y,Y,3,3,23,11,56000,59666
12508,202002,MAD24,87,A012860,Y,Y,3,3,8001,7992,1992,1996
12509,202002,MAD24,87,A019170,Y,Y,5,6,19667,19978,10183,10118
12510,202002,MAD24,87,A026890,Y,Y,6,5,3363,3383,9665,9400
12511,202002,MAD24,87,A028300,Y,Y,3,4,4734,4707,98248,98852
12512,202002,MAD24,87,A032500,Y,Y,4,4,75,16,58100,59200
12513,202002,MAD24,87,A035620,Y,Y,3,3,11410,11385,2181,2206
12514,202002,MAD24,87,A035900,Y,Y,3,3,179,165,23500,23250
12515,202002,MAD24,87,A036180,N,Y,0,3,0,1693,-1,4025
12516,202002,MAD24,87,A039560,Y,N,3,0,186,0,9000,-1
12517,202002,MAD24,87,A045060,Y,Y,4,5,5386,5483,7859,8143
12518,202002,MAD24,87,A054780,Y,Y,3,5,2916,2865,3950,3920
12519,202002,MAD24,87,A057030,Y,Y,3,3,10253,7533,5304,5537
12520,202002,MAD24,87,A065950,Y,Y,6,6,11461,12408,5459,5438
12521,202002,MAD24,87,A066570,Y,Y,3,3,30,11,66250,63363
12522,202002,MAD24,87,A078130,Y,Y,4,4,1479,1593,5500,5630
12523,202002,MAD24,87,A083550,Y,Y,3,3,105,238,13600,11400
12524,202002,MAD24,87,A096530,Y,Y,3,4,1876,1878,35292,34349
12525,202002,MAD24,87,A133750,Y,Y,4,5,15404,21283,3918,4569
12526,202002,MAD24,87,A137400,Y,Y,3,3,203,76,9802,11100
12527,202002,MAD24,87,A138080,Y,Y,3,4,24,138,43450,47050
12528,202002,MAD24,87,A207760,Y,Y,3,3,3178,1912,8220,8380
12529,202002,MAD24,87,A215600,Y,Y,3,4,4207,4452,14745,13912
12530,202002,MAD24,87,A247540,Y,Y,5,4,190,282,61738,61945
12531,202002,MAD24,87,A268600,Y,Y,3,3,625,634,65831,64873
12532,202002,MAD24,87,A298380,Y,Y,3,3,48,46,19250,19050
12533,202002,MAD24,87,A308170,Y,Y,3,3,386,386,38012,38593
12534,202002,MAD25,103,A000660,Y,Y,4,4,359,355,95100,97400
12535,202002,MAD25,103,A005930,Y,Y,17,13,640,913,56063,59300
12536,202002,MAD25,103,A008770,Y,Y,5,4,16,111,84000,90900
12537,202002,MAD25,103,A017960,N,Y,0,3,0,406,-1,7950
12538,202002,MAD25,103,A019170,Y,Y,3,3,1068,1068,10399,10200
12539,202002,MAD25,103,A035620,Y,Y,3,4,4545,8483,2475,2915
12540,202002,MAD25,103,A036540,Y,Y,3,4,802,1070,5990,5950
12541,202002,MAD25,103,A045060,Y,Y,4,5,2709,2815,8350,8460
12542,202002,MAD25,103,A048410,Y,Y,3,4,9494,13238,11731,11667
12543,202002,MAD25,103,A078130,Y,Y,3,3,565,1318,5680,6047
12544,202002,MAD26,249,A000660,Y,Y,6,4,78,37,94750,94600
12545,202002,MAD26,249,A005380,Y,Y,3,3,36,6,122500,123500
12546,202002,MAD26,249,A005490,Y,N,4,0,7,0,200000,-1
12547,202002,MAD26,249,A005930,Y,Y,35,12,71,75,59300,57200
12548,202002,MAD26,249,A008770,Y,Y,8,8,207,372,94164,96333
12549,202002,MAD26,249,A035250,Y,N,3,0,90,0,26700,-1
12550,202002,MAD26,249,A035620,Y,Y,4,4,1125,1125,6360,3775
12551,202002,MAD26,249,A035720,Y,Y,11,11,8,18,182000,181500
12552,202002,MAD26,249,A047810,Y,N,3,0,310,0,27700,-1
12553,202002,MAD26,249,A051910,Y,Y,5,4,12,44,410750,387000
12554,202002,MAD26,249,A065950,Y,Y,3,4,582,603,7825,6910
12555,202002,MAD26,249,A079160,Y,Y,3,3,73,44,25150,30500
12556,202002,MAD26,249,A105560,Y,N,3,0,116,0,43000,-1
12557,202002,MAD26,249,A207940,Y,Y,3,4,3,23,513000,513000
12558,202002,MAD27,153,A000660,Y,Y,7,10,138,200,97150,100292
12559,202002,MAD27,153,A003670,Y,Y,5,6,554,989,61600,61200
12560,202002,MAD27,153,A005930,Y,Y,30,17,672,431,59694,56800
12561,202002,MAD27,153,A006400,Y,Y,11,7,86,73,322219,319166
12562,202002,MAD27,153,A008770,Y,Y,3,3,55,43,89100,93800
12563,202002,MAD27,153,A009150,Y,Y,4,7,64,53,143500,139500
12564,202002,MAD27,153,A009830,Y,Y,4,3,69,277,19600,19450
12565,202002,MAD27,153,A011790,Y,Y,4,4,667,155,58750,56067
12566,202002,MAD27,153,A034220,Y,N,3,0,115,0,14075,-1
12567,202002,MAD27,153,A034730,Y,N,4,0,8,0,212500,-1
12568,202002,MAD27,153,A051910,Y,Y,11,10,26,33,394700,388300
12569,202002,MAD27,153,A066570,Y,Y,5,3,79,149,67000,67900
12570,202002,MAD27,153,A068270,Y,Y,6,4,15,35,172000,169500
12571,202002,MAD27,153,A090430,Y,Y,6,5,70,74,188007,190000
12572,202002,MAD27,153,A096770,Y,Y,8,6,26,57,130000,120500
12573,202002,MAD27,153,A161890,Y,Y,3,4,48,108,47900,47000
12574,202002,MAD27,153,A180640,Y,Y,3,3,434,434,41345,41400
12575,202002,MAD27,153,A247540,Y,Y,4,4,349,407,73598,87797
12576,202002,MAD28,102,A005930,Y,Y,12,3,43,18,59800,56000
12577,202002,MAD28,102,A035720,Y,Y,4,4,23,40,184500,169500
12578,202002,MAD28,102,A041960,Y,Y,3,3,498,315,20816,21601
12579,202002,MAD29,115,A005930,Y,Y,4,3,120,11,56696,60800
12580,202002,MAD29,115,A007460,Y,Y,3,3,1610,1728,2570,2515
12581,202002,MAD29,115,A012690,Y,Y,4,4,1464,1464,4830,6300
12582,202002,MAD29,115,A033640,Y,Y,5,4,372,145,31027,30150
12583,202002,MAD29,115,A035620,Y,Y,6,6,2008,1113,2240,3373
12584,202002,MAD29,115,A036540,Y,Y,4,3,2232,2294,6202,6120
12585,202002,MAD29,115,A037950,Y,Y,4,4,605,180,2460,1973
12586,202002,MAD29,115,A045060,Y,Y,3,3,1217,3608,11800,10382
12587,202002,MAD29,115,A050110,Y,Y,6,4,1280,1142,3560,3138
12588,202002,MAD29,115,A050890,Y,Y,5,6,2597,2624,6333,6307
12589,202002,MAD29,115,A054780,Y,Y,3,4,200,763,3330,3676
12590,202002,MAD29,115,A059090,Y,Y,6,6,1483,1168,6900,7021
12591,202002,MAD29,115,A060720,Y,Y,4,4,61,56,21100,21300
12592,202002,MAD29,115,A061970,Y,Y,5,3,3647,1365,9203,8351
12593,202002,MAD29,115,A065950,Y,Y,5,6,1399,1320,6747,6500
12594,202002,MAD29,115,A078130,Y,Y,3,4,335,302,5727,5650
12595,202002,MAD29,115,A088800,Y,Y,5,5,1386,2774,8599,8360
12596,202002,MAD29,115,A091990,Y,Y,4,4,144,104,65000,66300
12597,202002,MAD29,115,A097780,Y,Y,4,3,662,522,1155,1120
12598,202002,MAD29,115,A131370,Y,Y,3,3,2592,2799,3372,3400
12599,202002,MAD29,115,A138080,Y,Y,4,3,75,635,47000,43000
12600,202002,MAD29,115,A178320,Y,Y,5,3,506,340,31179,31600
12601,202002,MAD29,115,A222080,Y,Y,9,8,2519,2025,4241,4226
12602,202002,MAD29,115,A263600,Y,N,3,0,75,0,9090,-1
12603,202002,MAD30,116,A005930,Y,Y,11,8,115,36,59884,60200
12604,202002,MAD30,116,A019170,Y,Y,4,5,214,302,8925,8790
12605,202002,MAD30,116,A026890,Y,Y,5,5,172,248,9953,9374
12606,202002,MAD30,116,A036540,Y,Y,3,3,365,360,6260,6060
12607,202002,MAD30,116,A036810,Y,Y,3,3,349,380,8530,8163
12608,202002,MAD30,116,A082270,Y,Y,3,5,309,321,28497,29312
12609,202002,MAD30,116,A091990,Y,Y,5,4,139,207,64740,58400
12610,202002,MAD30,116,A096530,Y,Y,5,5,696,668,31658,31450
12611,202002,MAD30,116,A222080,Y,Y,6,4,132,353,4393,4435
12612,202002,MAD30,116,A230240,Y,Y,4,4,67,144,38421,32500
12613,202002,MAD30,116,A247540,Y,Y,4,3,110,460,82000,62000
12614,202002,MAD31,84,A005930,Y,Y,4,5,19,16,58800,60400
12615,202002,MAD31,84,A032500,Y,Y,3,6,31,43,56600,56000
12616,202002,MAD31,84,A036540,Y,Y,4,4,50,397,6190,6230
12617,202002,MAD31,84,A039560,Y,Y,3,3,1119,1195,7776,8010
12618,202002,MAD31,84,A043200,Y,Y,4,4,4584,4586,2949,2820
12619,202002,MAD31,84,A050890,Y,Y,3,3,677,592,6023,5890
12620,202002,MAD31,84,A059090,Y,Y,3,3,361,391,6070,6270
12621,202002,MAD31,84,A060720,Y,Y,4,3,300,245,21895,23266
12622,202002,MAD31,84,A082270,Y,Y,3,3,874,975,35575,35550
12623,202002,MAD31,84,A089010,Y,Y,3,3,515,520,15400,16600
12624,202002,MAD31,84,A091700,Y,Y,3,3,691,803,11720,11366
12625,202002,MAD31,84,A170030,Y,Y,3,3,1891,1891,5470,5200
12626,202002,MAD31,84,A222080,Y,Y,7,6,1093,909,4390,4385
12627,202002,MAD31,84,A230240,Y,Y,4,4,1000,1018,27650,27750
12628,202002,MAD31,84,A247540,Y,Y,8,8,66,109,85525,85500
12629,202002,MAD31,84,A268600,Y,Y,3,3,528,531,67900,69800
12630,202002,MAD31,84,A302430,Y,Y,4,3,280,268,17500,17235
12631,202002,MAD32,150,A001360,Y,Y,7,4,214,237,3830,4287
12632,202002,MAD32,150,A001820,Y,Y,3,5,41,71,60700,68300
12633,202002,MAD32,150,A002070,Y,Y,4,3,7476,11351,1523,1525
12634,202002,MAD32,150,A002720,Y,Y,3,3,1701,1830,6884,6910
12635,202002,MAD32,150,A003060,Y,Y,6,4,1625,1694,1602,1495
12636,202002,MAD32,150,A004650,Y,Y,3,4,5182,5232,20889,15611
12637,202002,MAD32,150,A005070,N,Y,0,3,0,183,-1,10850
12638,202002,MAD32,150,A005930,Y,Y,7,5,29,27,57000,59400
12639,202002,MAD32,150,A007810,Y,Y,12,6,77,106,12737,12185
12640,202002,MAD32,150,A008350,Y,Y,4,5,3830,3572,4589,4593
12641,202002,MAD32,150,A011150,Y,Y,3,3,2053,2020,3923,3885
12642,202002,MAD32,150,A011320,Y,Y,4,4,351,85,7112,7033
12643,202002,MAD32,150,A012690,Y,Y,6,8,664,796,6327,6420
12644,202002,MAD32,150,A016600,Y,Y,3,3,2937,2937,915,911
12645,202002,MAD32,150,A017650,Y,Y,4,5,313,365,1855,1965
12646,202002,MAD32,150,A017890,Y,Y,3,5,3839,3889,11664,11932
12647,202002,MAD32,150,A018620,Y,Y,5,3,496,544,2802,2722
12648,202002,MAD32,150,A019170,Y,Y,7,9,320,324,8190,8450
12649,202002,MAD32,150,A021050,Y,Y,11,12,183,207,3705,3830
12650,202002,MAD32,150,A023900,Y,Y,6,4,714,993,17127,17682
12651,202002,MAD32,150,A026890,Y,Y,8,9,560,613,9543,9570
12652,202002,MAD32,150,A027740,Y,Y,4,5,12165,11334,810,860
12653,202002,MAD32,150,A028300,Y,Y,3,4,593,726,100180,99189
12654,202002,MAD32,150,A035620,Y,Y,4,3,86,105,4000,3280
12655,202002,MAD32,150,A036540,Y,Y,5,3,5770,2290,5927,6030
12656,202002,MAD32,150,A037950,Y,Y,4,4,2531,4057,2263,1910
12657,202002,MAD32,150,A040910,Y,Y,3,3,186,202,18050,18150
12658,202002,MAD32,150,A041920,N,Y,0,3,0,116,-1,8500
12659,202002,MAD32,150,A043200,Y,Y,7,6,1235,1292,2979,2988
12660,202002,MAD32,150,A043910,Y,Y,3,3,707,728,1315,1295
12661,202002,MAD32,150,A045060,Y,Y,7,7,2070,2159,7129,7079
12662,202002,MAD32,150,A046890,Y,Y,3,3,697,477,17150,18150
12663,202002,MAD32,150,A047310,Y,Y,4,3,165,73,10200,8610
12664,202002,MAD32,150,A047820,Y,Y,6,5,6026,6809,1613,1495
12665,202002,MAD32,150,A050110,Y,Y,4,4,2738,2760,3830,3847
12666,202002,MAD32,150,A050890,Y,Y,8,7,2766,3224,6140,6267
12667,202002,MAD32,150,A052670,Y,Y,5,4,2612,2416,9250,9340
12668,202002,MAD32,150,A054780,Y,Y,7,7,1321,926,3489,3295
12669,202002,MAD32,150,A057030,Y,Y,4,4,1267,1267,4918,5116
12670,202002,MAD32,150,A059090,Y,Y,5,5,1671,1713,6977,7057
12671,202002,MAD32,150,A060720,Y,Y,7,4,164,127,21900,21950
12672,202002,MAD32,150,A064260,Y,Y,8,7,693,622,3550,3500
12673,202002,MAD32,150,A065060,Y,Y,3,3,130,219,1395,1656
12674,202002,MAD32,150,A065170,Y,Y,3,3,1557,1515,1730,1685
12675,202002,MAD32,150,A065530,Y,Y,7,12,128,182,3960,4045
12676,202002,MAD32,150,A065950,Y,Y,12,12,20110,20468,7432,7394
12677,202002,MAD32,150,A066590,Y,Y,11,9,2184,2018,4565,4654
12678,202002,MAD32,150,A072870,Y,Y,7,6,458,458,10900,10900
12679,202002,MAD32,150,A078130,Y,Y,4,4,4901,3190,5757,5839
12680,202002,MAD32,150,A078600,Y,Y,3,7,1957,1980,21000,20550
12681,202002,MAD32,150,A082270,Y,Y,6,5,169,182,27400,30650
12682,202002,MAD32,150,A083500,Y,Y,7,9,47,101,12000,12350
12683,202002,MAD32,150,A083550,Y,Y,3,3,152,168,12556,12100
12684,202002,MAD32,150,A084650,Y,Y,4,5,317,319,9140,9625
12685,202002,MAD32,150,A090460,Y,Y,3,4,104,226,20400,17712
12686,202002,MAD32,150,A091990,Y,Y,3,5,1989,1956,65000,64900
12687,202002,MAD32,150,A096530,Y,Y,3,3,98,100,36750,35625
12688,202002,MAD32,150,A096630,Y,Y,5,5,3886,5097,2651,2629
12689,202002,MAD32,150,A102280,Y,Y,3,3,4159,3240,1135,1115
12690,202002,MAD32,150,A131370,Y,Y,3,7,342,418,3145,3085
12691,202002,MAD32,150,A131390,N,Y,0,3,0,69,-1,16100
12692,202002,MAD32,150,A133750,Y,Y,6,8,496,554,4740,5100
12693,202002,MAD32,150,A138080,Y,Y,5,5,84,115,47222,48420
12694,202002,MAD32,150,A141070,Y,Y,3,3,736,700,1610,1600
12695,202002,MAD32,150,A170030,Y,Y,3,3,1252,1085,5100,4950
12696,202002,MAD32,150,A180640,Y,Y,3,4,267,363,41715,45623
12697,202002,MAD32,150,A200710,Y,Y,3,3,85,85,29100,26350
12698,202002,MAD32,150,A206560,Y,Y,3,4,482,132,8400,8670
12699,202002,MAD32,150,A206640,Y,Y,3,3,151,151,11050,11575
12700,202002,MAD32,150,A207760,Y,Y,9,8,213,219,8326,8800
12701,202002,MAD32,150,A214310,Y,Y,4,4,11644,11644,3247,3271
12702,202002,MAD32,150,A218410,Y,Y,3,3,150,383,32900,33390
12703,202002,MAD32,150,A230240,Y,Y,3,4,1202,1302,36543,36792
12704,202002,MAD32,150,A238490,Y,N,3,0,93,0,24000,-1
12705,202002,MAD32,150,A247540,Y,Y,4,5,54,46,65600,66361
12706,202002,MAD32,150,A282880,Y,Y,9,8,79,65,29275,30375
12707,202002,MAD32,150,A293780,Y,Y,3,4,234,356,25649,25350
12708,202002,MAD32,150,A294630,Y,Y,3,3,16342,16342,4366,4570
12709,202002,MAD32,150,A303030,Y,Y,4,7,1537,1609,3355,3378
12710,202002,MAD32,150,A327260,Y,Y,10,7,282,254,19250,17333
